Order ID,Product ID,Customer ID,Address ID,Sales,Quantity,Discount,Profit,Shipping Cost
NI-2012-1820,TEC-NOK-10001283,AA-645,10757,191.205,1,0.7,-376.065,14.79
NI-2014-8880,OFF-ELI-10001705,TC-10980,10757,73.926,6,0.7,-51.894,13.98
NI-2013-2800,OFF-FEL-10002867,KA-6525,10757,124.416,2,0.7,-219.804,10.84
NI-2011-6340,OFF-BOS-10001348,DW-3480,10757,134.946,14,0.7,-90.174,10.61
NI-2014-8880,FUR-DAN-10003011,TC-10980,10757,36.459,1,0.7,-27.981,8.3
NI-2014-8880,TEC-SHA-10001413,TC-10980,10757,36.432,1,0.7,-52.248,7.67
NI-2014-8880,OFF-IBI-10002805,TC-10980,10757,18.27,2,0.7,-12.21,4.17
NI-2014-8880,FUR-HON-10001627,TC-10980,10757,49.842,1,0.7,-94.728,4.05
NI-2014-8880,FUR-HON-10002570,TC-10980,10757,17.334,1,0.7,-27.756,3.27
NI-2012-1820,OFF-BOS-10003160,AA-645,10757,17.73,2,0.7,-41.37,2.51
NI-2012-1820,OFF-KLE-10001794,AA-645,10757,41.58,4,0.7,-97.02,2.25
NI-2014-8880,OFF-STA-10002791,TC-10980,10757,14.283,1,0.7,-24.297,2.11
NI-2014-3610,FUR-ADV-10004223,FH-4350,10757,15.417,1,0.7,-21.093,1.3
NI-2014-8880,OFF-BOS-10002073,TC-10980,10757,17.046,1,0.7,-31.254,1.12
NI-2014-8880,OFF-STO-10001239,TC-10980,10757,5.688,1,0.7,-12.912,0.89
NI-2014-8880,OFF-STO-10004841,TC-10980,10757,6.57,2,0.7,-6.81,0.88
NI-2014-8880,OFF-AVE-10002892,TC-10980,10757,8.469,1,0.7,-19.761,0.71
NI-2012-1580,OFF-SME-10001718,DB-3210,10757,6.75,2,0.7,-13.95,0.58
NI-2014-8880,OFF-ACM-10002816,TC-10980,10757,8.883,1,0.7,-8.607,0.57
NI-2014-4840,OFF-STI-10001162,BP-1050,10757,7.524,1,0.7,-14.556,0.47
NI-2012-1580,OFF-BIN-10004512,DB-3210,10757,7.326,2,0.7,-17.094,0.41
NI-2012-1580,OFF-JIF-10004822,DB-3210,10757,11.871,1,0.7,-12.669,0.3
NI-2012-8530,OFF-SME-10001718,AW-930,10757,3.375,1,0.7,-6.975,0.26
NI-2012-200,OFF-FIS-10001797,DJ-3420,10757,12.51,1,0.7,-24.21,0.2
IR-2013-3310,FUR-TEN-10003871,DM-3525,5693,642.06,6,0.0,154.08,59.23
IR-2013-9360,TEC-LOG-10002018,HM-4980,5693,202.38,2,0.0,4.02,14.64
IR-2014-1860,TEC-OKI-10002736,SC-10050,5693,172.98,1,0.0,20.73,10.77
IR-2011-2750,OFF-AVE-10004251,HG-5025,5693,97.68,2,0.0,11.7,8.32
IR-2014-1860,FUR-SAF-10000565,SC-10050,5693,51.93,1,0.0,9.33,7.08
IR-2014-5870,FUR-NOV-10002911,SF-10965,5693,84.48,1,0.0,4.2,6.29
IR-2014-5870,OFF-BIN-10000837,SF-10965,5693,48.72,2,0.0,19.44,5.88
IR-2013-3310,OFF-STI-10004202,DM-3525,5693,23.01,1,0.0,5.04,2.06
IR-2014-6740,OFF-SME-10004740,JF-5415,5693,9.51,1,0.0,0.66,0.88
IR-2013-3310,OFF-STO-10003605,DM-3525,5693,12.93,1,0.0,0.36,0.58
IR-2014-5870,OFF-SME-10001754,SF-10965,5693,9.27,1,0.0,4.26,0.49
NI-2014-6070,TEC-APP-10001108,Dl-3600,44143,21.978,1,0.7,-40.302,1.39
NI-2014-6070,OFF-ELD-10002578,Dl-3600,44143,12.348,4,0.7,-16.932,1.36
ES-2014-2443168,OFF-AR-10000594,SG-20080,22668,39.54,2,0.0,16.56,9.96
ES-2014-2443168,OFF-ST-10002759,SG-20080,22668,132.03,3,0.1,-10.35,7.39
ES-2012-3761154,OFF-SU-10000429,ON-18715,22668,46.26,3,0.0,3.15,3.11
CA-2013-8840,OFF-FEL-10002399,AG-270,15571,196.8,10,0.0,31.2,18.7
CA-2013-8840,OFF-ACC-10004538,AG-270,15571,54.72,4,0.0,16.32,12.43
CA-2013-8840,OFF-BIC-10001211,AG-270,15571,44.22,2,0.0,7.92,4.72
NI-2012-1410,OFF-ROG-10004646,LD-6855,33877,42.201,1,0.7,-97.089,3.96
NI-2014-6890,OFF-ADV-10001451,DW-3585,33877,30.132,6,0.7,-57.348,2.8
NI-2014-6890,OFF-STA-10002719,DW-3585,33877,7.812,1,0.7,-9.378,1.15
NI-2012-1410,OFF-STA-10000054,LD-6855,33877,6.786,2,0.7,-13.854,0.79
NI-2013-8160,OFF-AVE-10004909,BD-1635,33877,8.811,1,0.7,-10.299,0.7
NI-2012-1410,OFF-HAR-10001310,LD-6855,33877,2.736,1,0.7,-4.404,0.31
NI-2013-8160,OFF-CAR-10001746,BD-1635,33877,4.032,2,0.7,-3.768,0.3
NI-2013-8160,OFF-ACC-10004278,BD-1635,33877,4.248,1,0.7,-4.692,0.17
IT-2014-1691611,FUR-BO-10000596,GT-14635,3776,877.02,2,0.0,394.62,83.22
IT-2014-1691611,TEC-PH-10003353,GT-14635,3776,223.83,3,0.0,58.14,32.84
IT-2012-5245986,OFF-FA-10003818,MC-17635,3776,108.24,11,0.0,39.93,20.68
IT-2012-5245986,OFF-BI-10003705,MC-17635,3776,197.28,4,0.0,21.6,17.5
IT-2014-1691611,OFF-SU-10001983,GT-14635,3776,141.48,4,0.0,9.84,14.94
CA-2014-167976,OFF-SU-10004661,JL-15505,31384,25.5,3,0.0,6.63,4.91
SA-2013-8190,FUR-LES-10002852,PN-8775,7925,425.91,1,0.0,106.47,42.85
SA-2012-3400,TEC-SAM-10004230,CK-2760,7925,639.0,1,0.0,44.73,39.44
SA-2011-1630,FUR-HON-10000029,DP-3390,7925,170.88,4,0.0,34.08,16.53
SA-2012-5640,OFF-STI-10004202,CS-1845,7925,92.04,4,0.0,20.16,10.96
SA-2011-4390,OFF-STI-10002716,LC-6870,7925,196.02,6,0.0,90.0,9.99
SA-2011-1630,OFF-EAT-10003405,DP-3390,7925,29.76,2,0.0,6.54,1.9
SA-2011-1630,OFF-ELI-10001176,DP-3390,7925,36.51,1,0.0,5.46,1.39
SA-2011-4390,OFF-ADV-10004598,LC-6870,7925,13.38,1,0.0,3.21,1.11
IV-2013-9990,OFF-SME-10000538,CL-2700,3212,1031.04,8,0.0,72.0,94.64
IV-2012-4320,FUR-DAN-10002028,SG-10605,3212,826.56,2,0.0,148.74,89.12
IV-2011-9090,TEC-APP-10002966,NW-8400,3212,5100.0,8,0.0,1428.0,85.22
IV-2014-5410,TEC-CAN-10004556,BP-1050,3212,765.36,4,0.0,359.64,79.65
IV-2013-8930,TEC-STA-10003330,MJ-7740,3212,506.64,2,0.0,217.8,65.54
IV-2014-4540,FUR-SAF-10000213,ML-8040,3212,881.34,2,0.0,334.86,56.62
IV-2014-5410,FUR-HAR-10002873,BP-1050,3212,952.2,2,0.0,380.88,51.9
IV-2013-2160,TEC-HEW-10003829,AM-705,3212,378.39,1,0.0,185.4,47.58
IV-2013-9500,OFF-ROG-10003898,SG-10470,3212,423.3,2,0.0,186.24,45.67
IV-2014-5410,OFF-BIN-10001621,BP-1050,3212,420.96,8,0.0,79.92,43.48
IV-2011-2130,OFF-TEN-10004270,KT-6465,3212,268.32,2,0.0,24.12,38.33
IV-2013-9390,FUR-HAR-10004086,SW-10755,3212,190.92,2,0.0,30.54,34.96
IV-2013-8930,TEC-STA-10003330,MJ-7740,3212,253.32,1,0.0,108.9,28.51
IV-2013-9500,FUR-DAN-10003011,SG-10470,3212,243.06,2,0.0,114.18,26.85
IV-2014-5410,TEC-SHA-10004390,BP-1050,3212,355.56,1,0.0,14.22,26.27
IV-2013-9990,OFF-FEL-10001261,CL-2700,3212,137.31,1,0.0,54.9,22.78
IV-2014-5760,FUR-TEN-10003923,EH-3945,3212,175.8,4,0.0,79.08,20.66
IV-2014-5280,TEC-LOG-10003651,JM-6195,3212,248.82,1,0.0,89.55,16.09
IV-2013-4360,TEC-KON-10001624,BT-1305,3212,122.37,1,0.0,35.46,15.45
IV-2013-6210,FUR-SAF-10004426,EC-4050,3212,337.68,2,0.0,97.92,12.33
IV-2013-4490,FUR-HAR-10002288,JC-5385,3212,147.09,1,0.0,7.35,11.42
IV-2013-4490,FUR-SAU-10002714,JC-5385,3212,148.65,1,0.0,29.73,10.24
IV-2014-1390,OFF-HAR-10003659,MA-7995,3212,86.4,8,0.0,12.0,9.35
IV-2014-4540,TEC-NOK-10003560,ML-8040,3212,146.4,2,0.0,61.44,7.49
IV-2014-9110,OFF-STI-10002040,DH-3075,3212,99.0,6,0.0,40.5,7.3
IV-2013-9390,FUR-DEF-10000622,SW-10755,3212,37.98,2,0.0,13.62,6.65
IV-2014-3490,OFF-SAN-10004881,BW-1110,3212,54.18,2,0.0,27.06,6.1
IV-2013-4490,OFF-STI-10001171,JC-5385,3212,56.76,2,0.0,26.64,5.79
IV-2013-4990,OFF-KLE-10000552,JB-5400,3212,92.34,2,0.0,24.0,5.71
IV-2014-5410,OFF-XER-10003203,BP-1050,3212,52.5,2,0.0,17.28,5.53
IV-2014-9820,OFF-CAR-10002375,JC-5775,3212,54.0,4,0.0,17.28,5.27
IV-2012-4040,OFF-BOS-10002472,MW-8235,3212,48.6,1,0.0,20.88,5.16
IV-2014-9820,OFF-CAR-10001471,JC-5775,3212,113.04,4,0.0,23.64,5.08
IV-2013-6210,TEC-BEL-10003896,EC-4050,3212,77.04,2,0.0,13.08,4.92
IV-2014-5220,FUR-RUB-10001380,SF-10200,3212,100.74,2,0.0,31.2,4.91
IV-2013-9390,OFF-KLE-10002118,SW-10755,3212,41.04,4,0.0,10.2,4.85
IV-2014-9400,FUR-DEF-10004141,CK-2325,3212,48.93,1,0.0,6.84,4.59
IV-2013-8560,TEC-APP-10000135,ML-8040,3212,65.28,1,0.0,3.9,4.22
IV-2014-9110,TEC-OKI-10001433,DH-3075,3212,49.44,1,0.0,14.31,3.89
IV-2013-9390,OFF-STO-10004910,SW-10755,3212,18.66,1,0.0,8.94,3.51
IV-2014-5280,OFF-ADV-10000177,JM-6195,3212,43.92,4,0.0,18.0,3.21
IV-2014-9110,OFF-AVE-10001750,DH-3075,3212,27.33,1,0.0,3.54,2.93
IV-2013-4990,OFF-BOS-10001386,JB-5400,3212,51.78,1,0.0,1.53,2.82
IV-2013-9630,OFF-KLE-10002869,LS-7230,3212,26.46,1,0.0,9.24,2.71
IV-2013-6210,OFF-IBI-10000080,EC-4050,3212,31.68,2,0.0,2.52,2.66
IV-2013-7200,OFF-ELI-10001685,LC-6885,3212,26.4,2,0.0,7.08,2.57
IV-2013-2160,OFF-AVE-10004512,AM-705,3212,35.28,8,0.0,0.0,2.37
IV-2013-4360,OFF-STA-10001791,BT-1305,3212,17.88,1,0.0,6.06,2.25
IV-2013-9390,OFF-ENE-10001356,SW-10755,3212,48.51,1,0.0,6.78,2.21
IV-2014-5760,OFF-STA-10001636,EH-3945,3212,50.76,2,0.0,16.74,2.17
IV-2013-9390,OFF-ELD-10003918,SW-10755,3212,16.05,1,0.0,1.59,2.16
IV-2014-5220,TEC-EPS-10002212,SF-10200,3212,115.44,1,0.0,49.62,2.1
IV-2014-9820,OFF-FEL-10002837,JC-5775,3212,26.43,1,0.0,10.83,1.95
IV-2013-7200,OFF-AVE-10002079,LC-6885,3212,50.34,1,0.0,3.0,1.92
IV-2013-4990,OFF-TEN-10001480,BF-1215,3212,54.24,1,0.0,20.61,1.9
IV-2014-8670,OFF-WIL-10000979,RB-9795,3212,48.9,10,0.0,11.7,1.9
IV-2014-9400,TEC-MEM-10002919,CK-2325,3212,29.61,1,0.0,2.64,1.81
IV-2012-4320,TEC-LOG-10003634,SG-10605,3212,47.82,1,0.0,6.21,1.78
IV-2013-4490,TEC-MEM-10000582,JC-5385,3212,29.4,1,0.0,6.15,1.75
IV-2014-5760,OFF-STA-10001636,EH-3945,3212,25.38,1,0.0,8.37,1.67
IV-2012-410,OFF-XER-10003600,DM-2955,3212,14.94,1,0.0,0.42,1.61
IV-2014-9820,OFF-WIL-10000777,JC-5775,3212,28.35,1,0.0,8.49,1.51
IV-2013-9630,OFF-XER-10002906,LS-7230,3212,13.53,1,0.0,3.24,1.46
IV-2014-1990,OFF-CAR-10000150,HG-5025,3212,13.29,1,0.0,0.39,1.23
IV-2013-6210,OFF-OIC-10004255,EC-4050,3212,11.88,1,0.0,2.97,1.05
IV-2013-7910,FUR-ADV-10001659,AS-630,3212,34.2,2,0.0,8.16,1.04
IV-2013-9630,OFF-AVE-10000543,LS-7230,3212,3.87,1,0.0,0.36,0.99
IV-2013-8560,OFF-AME-10003089,ML-8040,3212,19.2,2,0.0,0.36,0.97
IV-2013-6210,OFF-CAR-10003259,EC-4050,3212,14.19,1,0.0,2.97,0.81
IV-2011-2330,OFF-AVE-10000110,MP-7965,3212,7.14,1,0.0,1.77,0.79
IV-2014-9820,OFF-AVE-10004828,JC-5775,3212,10.74,1,0.0,2.13,0.78
IV-2013-9210,OFF-ELD-10003181,CA-1965,3212,10.74,1,0.0,3.96,0.73
IV-2013-4490,OFF-FIS-10001399,JC-5385,3212,11.13,1,0.0,4.11,0.72
IV-2014-9400,OFF-ACC-10004538,CK-2325,3212,13.68,1,0.0,4.08,0.67
IV-2013-6210,OFF-AME-10000870,EC-4050,3212,17.49,1,0.0,6.12,0.61
IV-2014-9110,OFF-CAR-10001746,DH-3075,3212,6.72,1,0.0,2.82,0.49
CA-2014-165099,OFF-AP-10001634,DK-13375,51033,1.392,2,0.8,-3.7584,0.14
US-2014-120194,FUR-TA-10004937,TZ-21445,4336,928.256,2,0.2,-81.224,75.01
EG-2012-3510,TEC-BEL-10002476,BM-1785,17133,258.75,1,0.0,10.35,16.15
EG-2013-2370,OFF-CAR-10003259,CK-2325,17133,113.52,8,0.0,23.76,13.46
EG-2012-3510,OFF-FIS-10000063,BM-1785,17133,95.28,2,0.0,46.68,7.32
EG-2013-4560,OFF-KLE-10002550,CS-1860,17133,18.99,1,0.0,1.5,0.6
NI-2014-8800,FUR-ELD-10000857,CR-2580,26871,29.268,2,0.7,-55.632,7.07
NI-2013-4460,OFF-CAR-10002942,FA-4230,26871,8.748,1,0.7,-11.982,1.0
US-2011-139689,TEC-MA-10004985,TA-21385,12656,261.792,4,0.4,-170.208,24.83
US-2011-139689,OFF-AR-10000904,TA-21385,12656,109.152,6,0.4,-63.768,18.67
US-2011-139689,OFF-EN-10003728,TA-21385,12656,66.72,4,0.4,-25.6,8.09
US-2011-139689,OFF-AR-10002335,TA-21385,12656,41.424,2,0.4,-26.256,4.13
MX-2011-140536,TEC-CO-10001040,BE-11410,9253,189.93936,2,0.002,81.41936,36.0
MX-2013-132689,TEC-MA-10003909,ML-17755,9253,98.96,4,0.0,13.84,34.77
MX-2013-134600,FUR-CH-10004010,SS-20410,9253,131.84,5,0.2,-0.06,17.17
MX-2013-134600,OFF-BI-10000925,SS-20410,9253,14.7,5,0.0,4.4,1.45
MX-2013-134600,OFF-AR-10000468,SS-20410,9253,9.52,1,0.0,0.08,1.13
MX-2013-134600,OFF-BI-10002414,SS-20410,9253,41.64,6,0.0,3.72,0.02
GH-2014-8350,TEC-CIS-10002344,JF-5415,1136,2605.56,4,0.0,573.12,188.65
GH-2014-4170,TEC-STA-10004542,DW-3480,1136,561.12,14,0.0,84.0,117.4
GH-2011-210,TEC-HP -10000081,RS-9765,1136,520.56,4,0.0,135.24,96.54
GH-2012-3030,FUR-SAF-10000265,JJ-5445,1136,1557.0,4,0.0,264.6,93.6
GH-2012-3930,TEC-BRO-10000463,IM-5055,1136,527.46,2,0.0,226.8,67.51
GH-2012-4620,TEC-SAM-10002496,MH-7290,1136,493.32,4,0.0,138.12,62.26
GH-2012-2610,OFF-TEN-10000025,RE-9450,1136,816.6,4,0.0,212.28,60.22
GH-2012-2610,FUR-SAF-10000265,RE-9450,1136,389.25,1,0.0,66.15,55.87
GH-2014-4170,TEC-PAN-10000092,DW-3480,1136,309.24,1,0.0,86.58,51.11
GH-2014-6340,FUR-OFF-10002542,EG-3900,1136,469.92,1,0.0,51.69,48.37
GH-2013-8500,FUR-HON-10002424,BS-1365,1136,162.84,2,0.0,76.5,34.31
GH-2012-1190,TEC-HEW-10002435,TS-11160,1136,575.64,4,0.0,103.56,33.38
GH-2013-8500,OFF-KRA-10003337,BS-1365,1136,364.5,10,0.0,123.9,29.64
GH-2014-2580,OFF-STA-10000298,DV-3465,1136,98.94,2,0.0,15.78,28.41
GH-2011-8290,OFF-SAN-10002323,CC-2670,1136,280.44,6,0.0,131.76,25.97
GH-2014-840,FUR-BAR-10004553,DB-3615,1136,315.87,1,0.0,28.41,24.43
GH-2014-8200,TEC-SAN-10002477,RD-9585,1136,395.4,10,0.0,181.8,24.21
GH-2012-3930,OFF-KLE-10004673,IM-5055,1136,188.1,6,0.0,41.22,22.47
GH-2012-190,FUR-SAU-10004137,RA-9945,1136,194.58,1,0.0,71.97,21.15
GH-2014-5810,TEC-SHA-10004390,GZ-4470,1136,355.56,1,0.0,14.22,19.82
GH-2011-8290,OFF-XER-10002256,CC-2670,1136,157.68,6,0.0,31.5,19.67
GH-2012-4620,TEC-SHA-10001413,MH-7290,1136,121.44,1,0.0,32.76,17.95
GH-2013-2810,TEC-MOT-10001088,PB-9150,1136,346.92,2,0.0,100.56,17.31
GH-2013-4820,TEC-SAN-10002954,Dl-3600,1136,227.82,2,0.0,22.74,16.72
GH-2012-9310,TEC-SHA-10001103,MM-7920,1136,239.04,1,0.0,31.05,15.19
GH-2011-8290,OFF-STA-10001636,CC-2670,1136,101.52,4,0.0,33.48,15.19
GH-2014-2840,OFF-FIS-10003234,JK-5625,1136,234.0,6,0.0,28.08,14.9
GH-2014-4170,TEC-MOT-10002560,DW-3480,1136,144.42,1,0.0,23.1,14.44
GH-2013-2290,TEC-CIS-10002986,HW-4935,1136,141.33,1,0.0,14.13,12.58
GH-2011-8290,OFF-ACC-10000102,CC-2670,1136,101.1,2,0.0,11.1,12.06
GH-2012-9310,OFF-SME-10004370,MM-7920,1136,127.47,1,0.0,1.26,11.42
GH-2013-7390,TEC-OKI-10000616,TS-11085,1136,175.95,1,0.0,14.07,10.54
GH-2014-1660,FUR-IKE-10001301,HM-4860,1136,123.93,1,0.0,61.95,9.99
GH-2014-4170,OFF-SAN-10002441,DW-3480,1136,63.0,4,0.0,6.84,9.57
GH-2011-7340,TEC-CAN-10001789,AT-435,1136,261.78,1,0.0,28.77,8.92
GH-2011-6780,OFF-BOS-10000477,NF-8385,1136,53.64,1,0.0,13.41,8.3
GH-2012-2610,OFF-BOS-10001375,RE-9450,1136,53.91,1,0.0,12.39,7.99
GH-2014-2800,TEC-STA-10001407,KB-6240,1136,74.52,1,0.0,5.94,7.33
GH-2013-8500,TEC-BEL-10004162,BS-1365,1136,79.5,2,0.0,2.34,7.02
GH-2014-6340,OFF-BOS-10001711,EG-3900,1136,48.87,1,0.0,14.16,6.69
GH-2012-1670,OFF-EAT-10003338,TW-11025,1136,24.72,1,0.0,10.86,5.84
GH-2014-1810,OFF-AVE-10003740,MY-8295,1136,96.6,2,0.0,11.58,5.15
GH-2012-3930,OFF-STI-10000286,IM-5055,1136,57.12,4,0.0,28.56,4.61
GH-2012-9310,OFF-TEN-10000703,MM-7920,1136,108.42,2,0.0,22.74,4.53
GH-2014-8200,TEC-BRO-10004178,RD-9585,1136,378.81,1,0.0,140.13,4.08
GH-2014-4170,OFF-NOV-10004223,DW-3480,1136,17.76,2,0.0,3.18,3.63
GH-2012-8470,TEC-OKI-10000794,AC-450,1136,50.7,1,0.0,0.99,3.59
GH-2014-2090,OFF-STI-10003234,MS-7830,1136,84.3,2,0.0,28.62,3.57
GH-2012-1190,FUR-ADV-10002889,TS-11160,1136,48.42,1,0.0,2.88,3.52
GH-2011-6780,OFF-CAR-10002375,NF-8385,1136,27.0,2,0.0,8.64,3.42
GH-2014-3260,OFF-STO-10001142,MH-7440,1136,14.49,1,0.0,0.12,3.28
GH-2013-4820,OFF-XER-10003901,Dl-3600,1136,30.48,1,0.0,2.73,3.11
GH-2014-2840,OFF-STA-10000155,JK-5625,1136,27.96,1,0.0,1.11,2.85
GH-2014-4710,OFF-BIC-10002942,TB-11595,1136,38.4,2,0.0,8.82,2.62
GH-2013-1700,OFF-SAN-10001128,SP-10620,1136,68.22,6,0.0,15.66,2.05
GH-2013-2290,OFF-EAT-10000652,HW-4935,1136,30.69,1,0.0,14.1,1.91
GH-2012-4620,OFF-OIC-10002161,MH-7290,1136,12.36,1,0.0,2.46,1.82
GH-2013-7020,OFF-GLO-10000016,DP-3165,1136,93.24,2,0.0,27.0,1.72
GH-2014-2800,OFF-EAT-10002122,KB-6240,1136,45.18,1,0.0,13.53,1.66
GH-2014-290,OFF-AVE-10004570,KA-6525,1136,22.14,2,0.0,6.84,1.58
GH-2014-1810,OFF-ROG-10004393,MY-8295,1136,31.17,1,0.0,4.35,1.55
GH-2014-4750,OFF-EAT-10004307,JH-6180,1136,17.88,1,0.0,4.8,1.44
GH-2014-4170,OFF-HAR-10003514,DW-3480,1136,10.17,1,0.0,4.56,1.4
GH-2014-4750,OFF-GRE-10003334,JH-6180,1136,83.28,4,0.0,34.08,1.34
GH-2012-1190,OFF-STA-10001112,TS-11160,1136,22.47,1,0.0,0.0,1.18
GH-2013-2810,OFF-NOV-10003401,PB-9150,1136,12.24,1,0.0,4.02,1.06
GH-2014-2090,OFF-SAN-10001128,MS-7830,1136,11.37,1,0.0,2.61,0.99
GH-2013-7390,OFF-STO-10002661,TS-11085,1136,9.84,1,0.0,3.63,0.88
GH-2014-9520,OFF-AVE-10004828,KD-6615,1136,21.48,2,0.0,4.26,0.87
ES-2013-2708008,TEC-AC-10004070,AR-10345,3819,1238.55,5,0.0,582.0,82.67
ES-2013-2708008,OFF-PA-10001466,AR-10345,3819,122.76,4,0.0,56.4,10.3
ES-2014-5812283,OFF-EN-10002728,VG-21805,10927,286.92,6,0.0,65.88,29.68
IT-2014-4905567,TEC-PH-10002586,SS-20140,10927,195.39,5,0.4,-117.36,24.26
ES-2012-2404634,OFF-PA-10001795,FH-14365,10927,118.95,5,0.0,11.85,20.81
IT-2014-2226547,OFF-SU-10004230,SL-20155,10927,170.91,9,0.0,13.5,15.19
IT-2014-2226547,OFF-PA-10001722,SL-20155,10927,166.74,7,0.0,43.26,12.64
IT-2014-2226547,TEC-PH-10004882,SL-20155,10927,117.396,3,0.4,-5.904,11.2
ES-2014-5812283,OFF-BI-10002225,VG-21805,10927,102.54,2,0.0,35.88,2.51
ES-2014-1757411,OFF-AR-10003028,CJ-12010,10927,49.77,3,0.0,7.38,2.45
ES-2014-5812283,OFF-LA-10000379,VG-21805,10927,22.68,2,0.0,3.6,0.55
ES-2014-3846644,OFF-PA-10001661,MH-18025,10927,67.86,2,0.0,7.44,0.29
MX-2014-112039,FUR-CH-10001423,SV-20785,3316,385.76,5,0.2,38.56,92.13
MX-2014-138233,FUR-CH-10000343,AF-10885,3316,487.616,2,0.2,79.216,42.0
US-2011-163860,FUR-CH-10001810,CL-11890,3316,345.6,9,0.2,-69.12,36.31
MX-2014-138233,OFF-ST-10001346,AF-10885,3316,513.6,6,0.0,61.56,35.46
MX-2014-158505,OFF-AP-10002317,TB-21175,3316,667.84,2,0.0,287.16,34.84
MX-2014-112039,OFF-AR-10003914,SV-20785,3316,99.48,3,0.0,26.82,17.73
MX-2014-114391,TEC-AC-10000336,EB-13975,3316,134.3,5,0.0,60.4,12.26
MX-2014-138233,OFF-PA-10003133,AF-10885,3316,98.64,3,0.0,9.84,10.43
MX-2014-112039,OFF-EN-10003728,SV-20785,3316,55.6,2,0.0,9.44,7.6
MX-2011-164875,OFF-AR-10001813,BF-11275,3316,46.92,3,0.0,17.34,5.14
US-2012-136000,OFF-LA-10002827,BV-11245,3316,12.4,4,0.0,6.16,2.75
MX-2014-114391,OFF-BI-10003653,EB-13975,3316,19.58,1,0.0,5.48,2.0
US-2012-136000,FUR-FU-10003283,BV-11245,3316,10.056,1,0.4,-0.844,0.56
MX-2014-160080,TEC-PH-10001298,TB-21190,19384,191.6,4,0.0,13.36,13.17
MX-2014-160080,OFF-SU-10001682,TB-21190,19384,158.76,9,0.0,10.98,10.43
MX-2014-160080,FUR-FU-10004960,TB-21190,19384,58.716,3,0.4,-19.584,4.41
IZ-2014-2150,FUR-BUS-10002040,EH-4185,704,1467.36,4,0.0,469.44,243.14
IZ-2012-4970,OFF-HAM-10004674,CS-2490,704,1086.18,2,0.0,412.74,143.64
IZ-2013-5120,FUR-OFF-10001224,NP-8670,704,695.76,4,0.0,34.68,66.95
IZ-2014-8590,FUR-SAU-10000637,AS-135,704,387.09,1,0.0,127.71,22.02
IZ-2012-4970,FUR-RUB-10002067,CS-2490,704,108.51,1,0.0,40.14,14.21
IZ-2013-3780,OFF-BOS-10000577,CM-2715,704,75.48,4,0.0,18.84,10.95
IZ-2011-4160,FUR-TEN-10000986,MM-8280,704,110.04,1,0.0,8.79,8.94
IZ-2012-4970,TEC-APP-10004584,CS-2490,704,65.37,1,0.0,24.84,6.85
IZ-2012-4970,OFF-BIC-10003841,CS-2490,704,56.88,1,0.0,0.54,4.72
IZ-2013-1410,OFF-SAN-10001862,DK-3225,704,32.04,2,0.0,1.26,2.16
IZ-2013-8510,OFF-ACC-10001028,GM-4695,704,14.64,1,0.0,2.46,1.45
